data_source_code,external_ref,nutrient_code,amount_per_100g,unit,method,sample_count,min_amount,max_amount,notes
usda_fdc_sr_legacy,169230,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169230,vitamin_e_mg,0.08,mg,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,169230,vitamin_k_ug,1.7,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,169230,water_g,58.58,g,imported,8,,,
usda_fdc_sr_legacy,169230,zinc_mg,1.16,mg,imported,0,,,
usda_fdc_sr_legacy,169291,ash_g,0.58,g,imported,9,0.49,0.7,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,calcium_mg,16.0,mg,imported,10,10,22,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,carbohydrate_g,3.11,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169291,energy_kcal,17.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,energy_kj,70.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,fat_g,0.32,g,imported,7,0.1,0.45,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,fat_mono_g,0.011,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,fat_poly_g,0.091,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,fat_sat_g,0.084,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,fiber_g,1.0,g,imported,12,0.7,1.6,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,folate_ug,24.0,ug,imported,8,7,40,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,iron_mg,0.37,mg,imported,10,0.3,0.45,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,magnesium_mg,18.0,mg,imported,10,15,23,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,niacin_mg,0.451,mg,imported,10,0.37,0.54,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,phosphorus_mg,38.0,mg,imported,10,32,42,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,potassium_mg,261.0,mg,imported,10,227,290,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,protein_g,1.21,g,imported,10,0.91,1.5,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,169291,riboflavin_mg,0.094,mg,imported,10,0.02,0.6,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,sodium_mg,8.0,mg,imported,10,0,53,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,sugars_g,2.5,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,thiamin_mg,0.045,mg,imported,10,0.034,0.06,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,vitamin_a_rae_ug,10.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169291,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169291,vitamin_b6_mg,0.163,mg,imported,9,0.06,0.8,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,vitamin_c_mg,17.9,mg,imported,9,12.8,21,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169291,vitamin_e_mg,0.12,mg,imported,0,,,O: Other procedure used from imputing
usda_fdc_sr_legacy,169291,vitamin_k_ug,4.3,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,169291,water_g,94.79,g,imported,18,93.3,95.8,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169291,zinc_mg,0.32,mg,imported,10,0.23,0.51,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169292,ash_g,0.59,g,imported,4,0.44,0.7,A: Analytical
usda_fdc_sr_legacy,169292,calcium_mg,18.0,mg,imported,4,16,20,A: Analytical
usda_fdc_sr_legacy,169292,carbohydrate_g,2.69,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169292,energy_kcal,15.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,energy_kj,64.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,fat_g,0.36,g,imported,4,0.3,0.44,A: Analytical
usda_fdc_sr_legacy,169292,fat_mono_g,0.029,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,fat_poly_g,0.151,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,fat_sat_g,0.072,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,fiber_g,1.0,g,imported,4,0.8,1.3,A: Analytical
usda_fdc_sr_legacy,169292,folate_ug,28.0,ug,imported,2,27,29,A: Analytical
usda_fdc_sr_legacy,169292,iron_mg,0.37,mg,imported,4,0.3,0.43,A: Analytical
usda_fdc_sr_legacy,169292,magnesium_mg,19.0,mg,imported,4,14,22,A: Analytical
usda_fdc_sr_legacy,169292,niacin_mg,0.51,mg,imported,4,0.45,0.56,A: Analytical
usda_fdc_sr_legacy,169292,phosphorus_mg,37.0,mg,imported,4,31,41,A: Analytical
usda_fdc_sr_legacy,169292,potassium_mg,264.0,mg,imported,4,228,303,A: Analytical
usda_fdc_sr_legacy,169292,protein_g,1.14,g,imported,4,1.06,1.31,A: Analytical
usda_fdc_sr_legacy,169292,riboflavin_mg,0.024,mg,imported,4,0.015,0.03,A: Analytical
usda_fdc_sr_legacy,169292,sodium_mg,3.0,mg,imported,4,2,7,A: Analytical
usda_fdc_sr_legacy,169292,sugars_g,1.71,g,imported,0,,,O: Other procedure used from imputing
usda_fdc_sr_legacy,169292,thiamin_mg,0.035,mg,imported,4,0.03,0.04,A: Analytical
usda_fdc_sr_legacy,169292,vitamin_a_rae_ug,56.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169292,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169292,vitamin_b6_mg,0.08,mg,imported,4,0.074,0.091,A: Analytical
usda_fdc_sr_legacy,169292,vitamin_c_mg,12.9,mg,imported,4,9.9,19.7,A: Analytical
usda_fdc_sr_legacy,169292,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169292,vitamin_e_mg,0.12,mg,imported,0,,,O: Other procedure used from imputing
usda_fdc_sr_legacy,169292,vitamin_k_ug,4.2,ug,imported,2,4,4.4,A: Analytical
usda_fdc_sr_legacy,169292,water_g,95.22,g,imported,4,94.74,95.67,A: Analytical
usda_fdc_sr_legacy,169292,zinc_mg,0.33,mg,imported,4,0.27,0.43,A: Analytical
usda_fdc_sr_legacy,169721,ash_g,1.78,g,imported,38,,,
usda_fdc_sr_legacy,169721,calcium_mg,34.0,mg,imported,37,,,
usda_fdc_sr_legacy,169721,carbohydrate_g,71.13,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169721,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169721,energy_kcal,339.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169721,energy_kj,1418.0,kJ,imported,0,,,
usda_fdc_sr_legacy,169721,fat_g,2.47,g,imported,18,,,
usda_fdc_sr_legacy,169721,fat_mono_g,0.344,g,imported,0,,,
usda_fdc_sr_legacy,169721,fat_poly_g,0.978,g,imported,0,,,
usda_fdc_sr_legacy,169721,fat_sat_g,0.454,g,imported,0,,,
usda_fdc_sr_legacy,169721,folate_ug,43.0,ug,imported,0,,,
usda_fdc_sr_legacy,169721,iron_mg,3.52,mg,imported,2,,,
usda_fdc_sr_legacy,169721,magnesium_mg,144.0,mg,imported,39,,,
usda_fdc_sr_legacy,169721,niacin_mg,6.738,mg,imported,30,,,
usda_fdc_sr_legacy,169721,phosphorus_mg,508.0,mg,imported,37,,,
usda_fdc_sr_legacy,169721,potassium_mg,431.0,mg,imported,37,,,
usda_fdc_sr_legacy,169721,protein_g,13.68,g,imported,28,,,
usda_fdc_sr_legacy,169721,riboflavin_mg,0.121,mg,imported,30,,,
usda_fdc_sr_legacy,169721,sodium_mg,2.0,mg,imported,9,,,
usda_fdc_sr_legacy,169721,thiamin_mg,0.419,mg,imported,30,,,
usda_fdc_sr_legacy,169721,vitamin_a_rae_ug,0.0,ug,imported,0,,,
usda_fdc_sr_legacy,169721,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169721,vitamin_b6_mg,0.419,mg,imported,31,,,
usda_fdc_sr_legacy,169721,vitamin_c_mg,0.0,mg,imported,0,,,
usda_fdc_sr_legacy,169721,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169721,water_g,10.94,g,imported,31,,,
usda_fdc_sr_legacy,169721,zinc_mg,4.16,mg,imported,37,,,
usda_fdc_sr_legacy,169757,ash_g,0.41,g,imported,20,,,
usda_fdc_sr_legacy,169757,calcium_mg,10.0,mg,imported,33,,,
usda_fdc_sr_legacy,169757,carbohydrate_g,28.17,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169757,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169757,energy_kcal,130.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169757,energy_kj,544.0,kJ,imported,0,,,
usda_fdc_sr_legacy,169757,fat_g,0.28,g,imported,6,,,
usda_fdc_sr_legacy,169757,fat_mono_g,0.088,g,imported,0,,,
usda_fdc_sr_legacy,169757,fat_poly_g,0.076,g,imported,0,,,
usda_fdc_sr_legacy,169757,fat_sat_g,0.077,g,imported,0,,,
usda_fdc_sr_legacy,169757,fiber_g,0.4,g,imported,0,,,
usda_fdc_sr_legacy,169757,folate_ug,3.0,ug,imported,8,,,
usda_fdc_sr_legacy,169757,iron_mg,0.2,mg,imported,1,,,
usda_fdc_sr_legacy,169757,magnesium_mg,12.0,mg,imported,38,,,
usda_fdc_sr_legacy,169757,niacin_mg,0.4,mg,imported,1,,,
usda_fdc_sr_legacy,169757,phosphorus_mg,43.0,mg,imported,27,,,
usda_fdc_sr_legacy,169757,potassium_mg,35.0,mg,imported,34,,,
usda_fdc_sr_legacy,169757,protein_g,2.69,g,imported,20,,,
usda_fdc_sr_legacy,169757,riboflavin_mg,0.013,mg,imported,9,,,
usda_fdc_sr_legacy,169757,sodium_mg,1.0,mg,imported,13,,,
usda_fdc_sr_legacy,169757,sugars_g,0.05,g,imported,0,,,BFZN: Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used
usda_fdc_sr_legacy,169757,thiamin_mg,0.02,mg,imported,1,,,
usda_fdc_sr_legacy,169757,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169757,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169757,vitamin_b6_mg,0.093,mg,imported,12,,,
usda_fdc_sr_legacy,169757,vitamin_c_mg,0.0,mg,imported,0,,,
usda_fdc_sr_legacy,169757,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169757,vitamin_e_mg,0.04,mg,imported,0,,,BFZN: Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used
usda_fdc_sr_legacy,169757,vitamin_k_ug,0.0,ug,imported,0,,,BFZN: Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used
usda_fdc_sr_legacy,169757,water_g,68.44,g,imported,23,,,
usda_fdc_sr_legacy,169757,zinc_mg,0.49,mg,imported,43,,,
usda_fdc_sr_legacy,169760,ash_g,0.58,g,imported,17,,,
usda_fdc_sr_legacy,169760,calcium_mg,9.0,mg,imported,2,,,
usda_fdc_sr_legacy,169760,carbohydrate_g,79.34,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169760,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169760,energy_kcal,360.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169760,energy_kj,1506.0,kJ,imported,0,,,
usda_fdc_sr_legacy,169760,fat_g,0.58,g,imported,6,,,
usda_fdc_sr_legacy,169760,fat_mono_g,0.181,g,imported,0,,,
usda_fdc_sr_legacy,169760,fat_poly_g,0.155,g,imported,0,,,
usda_fdc_sr_legacy,169760,fat_sat_g,0.158,g,imported,0,,,
usda_fdc_sr_legacy,169760,folate_ug,9.0,ug,imported,2,,,
usda_fdc_sr_legacy,169760,iron_mg,0.8,mg,imported,1,,,
usda_fdc_sr_legacy,169760,magnesium_mg,35.0,mg,imported,2,,,
usda_fdc_sr_legacy,169760,niacin_mg,1.6,mg,imported,1,,,
usda_fdc_sr_legacy,169760,phosphorus_mg,108.0,mg,imported,4,,,
usda_fdc_sr_legacy,169760,potassium_mg,86.0,mg,imported,5,,,
usda_fdc_sr_legacy,169760,protein_g,6.61,g,imported,18,,,
usda_fdc_sr_legacy,169760,riboflavin_mg,0.048,mg,imported,5,,,
usda_fdc_sr_legacy,169760,sodium_mg,1.0,mg,imported,2,,,
usda_fdc_sr_legacy,169760,thiamin_mg,0.07,mg,imported,1,,,
usda_fdc_sr_legacy,169760,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169760,vitamin_b6_mg,0.145,mg,imported,2,,,
usda_fdc_sr_legacy,169760,vitamin_c_mg,0.0,mg,imported,0,,,
usda_fdc_sr_legacy,169760,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169760,water_g,12.89,g,imported,16,,,
usda_fdc_sr_legacy,169760,zinc_mg,1.16,mg,imported,2,,,
usda_fdc_sr_legacy,169761,ash_g,0.47,g,imported,61,,,
usda_fdc_sr_legacy,169761,calcium_mg,15.0,mg,imported,113,,,
usda_fdc_sr_legacy,169761,carbohydrate_g,76.31,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169761,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169761,energy_kcal,364.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169761,energy_kj,1523.0,kJ,imported,0,,,
usda_fdc_sr_legacy,169761,fat_g,0.98,g,imported,29,,,
usda_fdc_sr_legacy,169761,fat_mono_g,0.087,g,imported,0,,,
usda_fdc_sr_legacy,169761,fat_poly_g,0.413,g,imported,0,,,
usda_fdc_sr_legacy,169761,fat_sat_g,0.155,g,imported,0,,,
usda_fdc_sr_legacy,169761,fiber_g,2.7,g,imported,1,,,
usda_fdc_sr_legacy,169761,folate_ug,26.0,ug,imported,15,,,
usda_fdc_sr_legacy,169761,iron_mg,1.17,mg,imported,1,,,
usda_fdc_sr_legacy,169761,magnesium_mg,22.0,mg,imported,129,,,
usda_fdc_sr_legacy,169761,niacin_mg,1.25,mg,imported,1,,,
usda_fdc_sr_legacy,169761,phosphorus_mg,108.0,mg,imported,47,,,
usda_fdc_sr_legacy,169761,potassium_mg,107.0,mg,imported,94,,,
usda_fdc_sr_legacy,169761,protein_g,10.33,g,imported,61,,,
usda_fdc_sr_legacy,169761,riboflavin_mg,0.04,mg,imported,1,,,
usda_fdc_sr_legacy,169761,sodium_mg,2.0,mg,imported,82,,,
usda_fdc_sr_legacy,169761,sugars_g,0.27,g,imported,0,,,BFZN: Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used
usda_fdc_sr_legacy,169761,thiamin_mg,0.12,mg,imported,1,,,
usda_fdc_sr_legacy,169761,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169761,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169761,vitamin_b6_mg,0.044,mg,imported,45,,,
usda_fdc_sr_legacy,169761,vitamin_c_mg,0.0,mg,imported,0,,,
usda_fdc_sr_legacy,169761,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169761,vitamin_e_mg,0.06,mg,imported,0,,,BFZN: Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used
usda_fdc_sr_legacy,169761,vitamin_k_ug,0.3,ug,imported,0,,,BFZN: Based on another form of the food or similar food; Concentration adjustment; No adjustment; Retention factors not used
usda_fdc_sr_legacy,169761,water_g,11.92,g,imported,72,,,
usda_fdc_sr_legacy,169761,zinc_mg,0.7,mg,imported,136,,,
usda_fdc_sr_legacy,169975,ash_g,0.64,g,imported,4,0.6,0.76,A: Analytical
usda_fdc_sr_legacy,169975,calcium_mg,40.0,mg,imported,30,28,70,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169975,carbohydrate_g,5.8,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169975,energy_kcal,25.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,energy_kj,103.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,fat_g,0.1,g,imported,13,0,0.3,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,169975,fat_mono_g,0.017,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,fat_poly_g,0.017,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,fat_sat_g,0.034,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,fiber_g,2.5,g,imported,2,2.2,2.7,
usda_fdc_sr_legacy,169975,folate_ug,43.0,ug,imported,19,,,
usda_fdc_sr_legacy,169975,iron_mg,0.47,mg,imported,31,0.21,1.46,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169975,magnesium_mg,12.0,mg,imported,31,9,19,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169975,niacin_mg,0.234,mg,imported,4,0.037,0.355,A: Analytical
usda_fdc_sr_legacy,169975,phosphorus_mg,26.0,mg,imported,30,18,35,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169975,potassium_mg,170.0,mg,imported,31,130,257,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169975,protein_g,1.28,g,imported,4,1.1,1.46,A: Analytical
usda_fdc_sr_legacy,169975,riboflavin_mg,0.04,mg,imported,4,0.037,0.046,A: Analytical
usda_fdc_sr_legacy,169975,sodium_mg,18.0,mg,imported,46,,,
usda_fdc_sr_legacy,169975,sugars_g,3.2,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169975,thiamin_mg,0.061,mg,imported,4,0.039,0.072,A: Analytical
usda_fdc_sr_legacy,169975,vitamin_a_rae_ug,5.0,ug,imported,0,,,
usda_fdc_sr_legacy,169975,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169975,vitamin_b6_mg,0.124,mg,imported,4,0.085,0.181,A: Analytical
usda_fdc_sr_legacy,169975,vitamin_c_mg,36.6,mg,imported,4,29.2,45.1,A: Analytical
usda_fdc_sr_legacy,169975,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169975,vitamin_e_mg,0.15,mg,imported,9,0.09,0.27,A: Analytical
usda_fdc_sr_legacy,169975,vitamin_k_ug,76.0,ug,imported,11,56.6,131.4,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,169975,water_g,92.18,g,imported,20,90.84,94.18,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,169975,zinc_mg,0.18,mg,imported,31,0.09,0.41,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169976,ash_g,0.59,g,imported,4,0.56,0.65,A: Analytical
usda_fdc_sr_legacy,169976,calcium_mg,48.0,mg,imported,4,38,65,A: Analytical
usda_fdc_sr_legacy,169976,carbohydrate_g,5.51,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169976,energy_kcal,23.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,energy_kj,97.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,fat_g,0.06,g,imported,4,0.02,0.11,A: Analytical
usda_fdc_sr_legacy,169976,fat_mono_g,0.019,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,fat_poly_g,0.023,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,fat_sat_g,0.0,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,fiber_g,1.9,g,imported,5,1.8,2.1,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169976,folate_ug,30.0,ug,imported,4,24,39,A: Analytical
usda_fdc_sr_legacy,169976,iron_mg,0.17,mg,imported,29,,,
usda_fdc_sr_legacy,169976,magnesium_mg,15.0,mg,imported,4,13,17,A: Analytical
usda_fdc_sr_legacy,169976,niacin_mg,0.248,mg,imported,4,0.233,0.264,A: Analytical
usda_fdc_sr_legacy,169976,phosphorus_mg,33.0,mg,imported,4,32,35,A: Analytical
usda_fdc_sr_legacy,169976,potassium_mg,196.0,mg,imported,4,186,221,A: Analytical
usda_fdc_sr_legacy,169976,protein_g,1.27,g,imported,4,1.16,1.44,A: Analytical
usda_fdc_sr_legacy,169976,riboflavin_mg,0.038,mg,imported,4,0.027,0.047,A: Analytical
usda_fdc_sr_legacy,169976,sodium_mg,8.0,mg,imported,29,,,
usda_fdc_sr_legacy,169976,sugars_g,2.79,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,169976,thiamin_mg,0.061,mg,imported,4,0.052,0.074,A: Analytical
usda_fdc_sr_legacy,169976,vitamin_a_rae_ug,4.0,ug,imported,0,,,
usda_fdc_sr_legacy,169976,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169976,vitamin_b6_mg,0.112,mg,imported,4,0.104,0.119,A: Analytical
usda_fdc_sr_legacy,169976,vitamin_c_mg,37.5,mg,imported,4,34.2,40.5,A: Analytical
usda_fdc_sr_legacy,169976,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,169976,vitamin_e_mg,0.14,mg,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,169976,vitamin_k_ug,108.7,ug,imported,4,57.5,136.4,A: Analytical
usda_fdc_sr_legacy,169976,water_g,92.57,g,imported,6,91.4,94.3,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,169976,zinc_mg,0.2,mg,imported,4,0.14,0.26,A: Analytical
usda_fdc_sr_legacy,170000,ash_g,0.35,g,imported,24,0.2,0.43,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,calcium_mg,23.0,mg,imported,89,10,36,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,carbohydrate_g,9.34,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170000,energy_kcal,40.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,energy_kj,166.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,fat_g,0.1,g,imported,22,0.02,0.12,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170000,fat_mono_g,0.013,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,fat_poly_g,0.017,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,fat_sat_g,0.042,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,fiber_g,1.7,g,imported,10,1.4,1.9,
usda_fdc_sr_legacy,170000,folate_ug,19.0,ug,imported,17,18,25,
usda_fdc_sr_legacy,170000,iron_mg,0.21,mg,imported,90,0,0.55,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,magnesium_mg,10.0,mg,imported,90,5,13,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,niacin_mg,0.116,mg,imported,15,0.037,0.151,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,phosphorus_mg,29.0,mg,imported,89,14,41,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
