data_source_code,external_ref,nutrient_code,amount_per_100g,unit,method,sample_count,min_amount,max_amount,notes
usda_fdc_sr_legacy,170000,potassium_mg,146.0,mg,imported,89,84,228,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,protein_g,1.1,g,imported,25,0.79,1.19,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170000,riboflavin_mg,0.027,mg,imported,12,0.021,0.039,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,sodium_mg,4.0,mg,imported,81,1,8,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,sugars_g,4.24,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,thiamin_mg,0.046,mg,imported,25,0.04,0.063,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170000,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170000,vitamin_b6_mg,0.12,mg,imported,25,0.059,0.222,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170000,vitamin_c_mg,7.4,mg,imported,17,7.3,8.2,
usda_fdc_sr_legacy,170000,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170000,vitamin_e_mg,0.02,mg,imported,5,0.01,0.04,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170000,vitamin_k_ug,0.4,ug,imported,9,0.2,0.7,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170000,water_g,89.11,g,imported,34,85.57,93.2,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170000,zinc_mg,0.17,mg,imported,90,0.07,0.28,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170001,ash_g,0.44,g,imported,0,,,
usda_fdc_sr_legacy,170001,calcium_mg,22.0,mg,imported,0,,,
usda_fdc_sr_legacy,170001,carbohydrate_g,10.15,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170001,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170001,energy_kcal,44.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170001,energy_kj,184.0,kJ,imported,0,,,
usda_fdc_sr_legacy,170001,fat_g,0.19,g,imported,0,,,
usda_fdc_sr_legacy,170001,fat_mono_g,0.027,g,imported,0,,,
usda_fdc_sr_legacy,170001,fat_poly_g,0.073,g,imported,0,,,
usda_fdc_sr_legacy,170001,fat_sat_g,0.031,g,imported,0,,,
usda_fdc_sr_legacy,170001,fiber_g,1.4,g,imported,0,,,
usda_fdc_sr_legacy,170001,folate_ug,15.0,ug,imported,0,,,
usda_fdc_sr_legacy,170001,iron_mg,0.24,mg,imported,0,,,
usda_fdc_sr_legacy,170001,magnesium_mg,11.0,mg,imported,0,,,
usda_fdc_sr_legacy,170001,niacin_mg,0.165,mg,imported,0,,,
usda_fdc_sr_legacy,170001,phosphorus_mg,35.0,mg,imported,0,,,
usda_fdc_sr_legacy,170001,potassium_mg,166.0,mg,imported,0,,,
usda_fdc_sr_legacy,170001,protein_g,1.36,g,imported,0,,,
usda_fdc_sr_legacy,170001,riboflavin_mg,0.023,mg,imported,0,,,
usda_fdc_sr_legacy,170001,sodium_mg,3.0,mg,imported,0,,,
usda_fdc_sr_legacy,170001,sugars_g,4.73,g,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170001,thiamin_mg,0.042,mg,imported,0,,,
usda_fdc_sr_legacy,170001,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170001,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170001,vitamin_b6_mg,0.129,mg,imported,0,,,
usda_fdc_sr_legacy,170001,vitamin_c_mg,5.2,mg,imported,0,,,
usda_fdc_sr_legacy,170001,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170001,vitamin_e_mg,0.02,mg,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170001,vitamin_k_ug,0.5,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170001,water_g,87.86,g,imported,0,,,
usda_fdc_sr_legacy,170001,zinc_mg,0.21,mg,imported,0,,,
usda_fdc_sr_legacy,170026,ash_g,1.11,g,imported,11,0.7,1.38,A: Analytical
usda_fdc_sr_legacy,170026,calcium_mg,12.0,mg,imported,11,6,16,A: Analytical
usda_fdc_sr_legacy,170026,carbohydrate_g,17.49,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170026,energy_kcal,77.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,energy_kj,322.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,fat_g,0.09,g,imported,11,0.08,0.2,A: Analytical
usda_fdc_sr_legacy,170026,fat_mono_g,0.002,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,fat_poly_g,0.042,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,fat_sat_g,0.025,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,fiber_g,2.1,g,imported,5,1.6,2.4,A: Analytical
usda_fdc_sr_legacy,170026,folate_ug,15.0,ug,imported,11,9,34,A: Analytical
usda_fdc_sr_legacy,170026,iron_mg,0.81,mg,imported,11,0.47,1.24,A: Analytical
usda_fdc_sr_legacy,170026,magnesium_mg,23.0,mg,imported,11,19,25,A: Analytical
usda_fdc_sr_legacy,170026,niacin_mg,1.061,mg,imported,10,0.932,1.3,A: Analytical
usda_fdc_sr_legacy,170026,phosphorus_mg,57.0,mg,imported,11,48,75,A: Analytical
usda_fdc_sr_legacy,170026,potassium_mg,425.0,mg,imported,11,368,506,A: Analytical
usda_fdc_sr_legacy,170026,protein_g,2.05,g,imported,11,1.44,2.22,A: Analytical
usda_fdc_sr_legacy,170026,riboflavin_mg,0.032,mg,imported,11,0.016,0.053,A: Analytical
usda_fdc_sr_legacy,170026,sodium_mg,6.0,mg,imported,73,,,
usda_fdc_sr_legacy,170026,sugars_g,0.82,g,imported,5,0.5,1.6,A: Analytical
usda_fdc_sr_legacy,170026,thiamin_mg,0.081,mg,imported,11,0.06,0.095,A: Analytical
usda_fdc_sr_legacy,170026,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170026,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170026,vitamin_b6_mg,0.298,mg,imported,11,0.11,0.604,A: Analytical
usda_fdc_sr_legacy,170026,vitamin_c_mg,19.7,mg,imported,141,,,
usda_fdc_sr_legacy,170026,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170026,vitamin_e_mg,0.01,mg,imported,2,0,0.01,A: Analytical
usda_fdc_sr_legacy,170026,vitamin_k_ug,2.0,ug,imported,11,0.8,3.6,A: Analytical
usda_fdc_sr_legacy,170026,water_g,79.25,g,imported,11,77.7,83.92,A: Analytical
usda_fdc_sr_legacy,170026,zinc_mg,0.3,mg,imported,11,0.27,0.35,A: Analytical
usda_fdc_sr_legacy,170287,ash_g,0.34,g,imported,4,,,
usda_fdc_sr_legacy,170287,calcium_mg,10.0,mg,imported,3,,,
usda_fdc_sr_legacy,170287,carbohydrate_g,18.58,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170287,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170287,energy_kcal,83.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170287,energy_kj,347.0,kJ,imported,0,,,
usda_fdc_sr_legacy,170287,fat_g,0.24,g,imported,7,,,
usda_fdc_sr_legacy,170287,fat_mono_g,0.031,g,imported,0,,,
usda_fdc_sr_legacy,170287,fat_poly_g,0.098,g,imported,0,,,
usda_fdc_sr_legacy,170287,fat_sat_g,0.042,g,imported,0,,,
usda_fdc_sr_legacy,170287,fiber_g,4.5,g,imported,0,,,
usda_fdc_sr_legacy,170287,folate_ug,18.0,ug,imported,3,,,
usda_fdc_sr_legacy,170287,iron_mg,0.96,mg,imported,3,,,
usda_fdc_sr_legacy,170287,magnesium_mg,32.0,mg,imported,3,,,
usda_fdc_sr_legacy,170287,niacin_mg,1.0,mg,imported,3,,,
usda_fdc_sr_legacy,170287,phosphorus_mg,40.0,mg,imported,3,,,
usda_fdc_sr_legacy,170287,potassium_mg,68.0,mg,imported,3,,,
usda_fdc_sr_legacy,170287,protein_g,3.08,g,imported,4,,,
usda_fdc_sr_legacy,170287,riboflavin_mg,0.028,mg,imported,5,,,
usda_fdc_sr_legacy,170287,sodium_mg,5.0,mg,imported,3,,,
usda_fdc_sr_legacy,170287,sugars_g,0.1,g,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170287,thiamin_mg,0.057,mg,imported,5,,,
usda_fdc_sr_legacy,170287,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170287,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170287,vitamin_b6_mg,0.083,mg,imported,3,,,
usda_fdc_sr_legacy,170287,vitamin_c_mg,0.0,mg,imported,0,,,
usda_fdc_sr_legacy,170287,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170287,vitamin_e_mg,0.01,mg,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170287,vitamin_k_ug,0.5,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170287,water_g,77.76,g,imported,7,,,
usda_fdc_sr_legacy,170287,zinc_mg,0.57,mg,imported,3,,,
usda_fdc_sr_legacy,170393,ash_g,0.97,g,imported,19,0.74,1.5,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,calcium_mg,33.0,mg,imported,75,9,42,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,carbohydrate_g,9.58,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170393,energy_kcal,41.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,energy_kj,173.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,fat_g,0.24,g,imported,26,0.1,0.4,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170393,fat_mono_g,0.012,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,fat_poly_g,0.102,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,fat_sat_g,0.032,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,fiber_g,2.8,g,imported,4,2.7,3,A: Analytical
usda_fdc_sr_legacy,170393,folate_ug,19.0,ug,imported,19,0,70,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,iron_mg,0.3,mg,imported,75,0.12,1.15,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,magnesium_mg,12.0,mg,imported,75,7,19,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,niacin_mg,0.983,mg,imported,19,0.577,1.41,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,phosphorus_mg,35.0,mg,imported,75,20,44,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,potassium_mg,320.0,mg,imported,76,217,430,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,protein_g,0.93,g,imported,19,0.68,1.19,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170393,riboflavin_mg,0.058,mg,imported,19,0.04,0.087,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,sodium_mg,69.0,mg,imported,81,23,104,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,sugars_g,4.74,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,thiamin_mg,0.066,mg,imported,21,0.02,0.085,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,vitamin_a_rae_ug,835.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170393,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170393,vitamin_b6_mg,0.138,mg,imported,19,0.09,0.231,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,vitamin_c_mg,5.9,mg,imported,21,0.9,9.2,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170393,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170393,vitamin_e_mg,0.66,mg,imported,11,0.25,1.46,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170393,vitamin_k_ug,13.2,ug,imported,4,11.4,14.8,A: Analytical
usda_fdc_sr_legacy,170393,water_g,88.29,g,imported,33,85.7,91.23,"JO: Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13"
usda_fdc_sr_legacy,170393,zinc_mg,0.24,mg,imported,76,0.14,0.37,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
usda_fdc_sr_legacy,170394,ash_g,0.67,g,imported,4,0.58,0.78,A: Analytical
usda_fdc_sr_legacy,170394,calcium_mg,30.0,mg,imported,4,27,33,A: Analytical
usda_fdc_sr_legacy,170394,carbohydrate_g,8.22,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170394,energy_kcal,35.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,energy_kj,147.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,fat_g,0.18,g,imported,4,0.02,0.34,A: Analytical
usda_fdc_sr_legacy,170394,fat_mono_g,0.006,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,fat_poly_g,0.089,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,fat_sat_g,0.03,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,fiber_g,3.0,g,imported,4,2.9,3.1,A: Analytical
usda_fdc_sr_legacy,170394,folate_ug,14.0,ug,imported,12,,,
usda_fdc_sr_legacy,170394,iron_mg,0.34,mg,imported,4,0.25,0.41,A: Analytical
usda_fdc_sr_legacy,170394,magnesium_mg,10.0,mg,imported,4,9,11,A: Analytical
usda_fdc_sr_legacy,170394,niacin_mg,0.645,mg,imported,4,0.57,0.698,A: Analytical
usda_fdc_sr_legacy,170394,phosphorus_mg,30.0,mg,imported,4,27,35,A: Analytical
usda_fdc_sr_legacy,170394,potassium_mg,235.0,mg,imported,4,201,283,A: Analytical
usda_fdc_sr_legacy,170394,protein_g,0.76,g,imported,4,0.62,0.83,A: Analytical
usda_fdc_sr_legacy,170394,riboflavin_mg,0.044,mg,imported,4,0.04,0.048,A: Analytical
usda_fdc_sr_legacy,170394,sodium_mg,58.0,mg,imported,4,46,71,A: Analytical
usda_fdc_sr_legacy,170394,sugars_g,3.45,g,imported,0,,,
usda_fdc_sr_legacy,170394,thiamin_mg,0.066,mg,imported,4,0.057,0.07,A: Analytical
usda_fdc_sr_legacy,170394,vitamin_a_rae_ug,852.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170394,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170394,vitamin_b6_mg,0.153,mg,imported,4,0.144,0.163,A: Analytical
usda_fdc_sr_legacy,170394,vitamin_c_mg,3.6,mg,imported,4,2,5.8,A: Analytical
usda_fdc_sr_legacy,170394,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170394,vitamin_e_mg,1.03,mg,imported,4,0.79,1.19,A: Analytical
usda_fdc_sr_legacy,170394,vitamin_k_ug,13.7,ug,imported,4,10.8,18.2,A: Analytical
usda_fdc_sr_legacy,170394,water_g,90.17,g,imported,4,89.59,90.43,A: Analytical
usda_fdc_sr_legacy,170394,zinc_mg,0.2,mg,imported,4,0.19,0.23,A: Analytical
usda_fdc_sr_legacy,170419,ash_g,0.87,g,imported,7,,,
usda_fdc_sr_legacy,170419,calcium_mg,25.0,mg,imported,8,,,
usda_fdc_sr_legacy,170419,carbohydrate_g,14.45,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170419,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170419,energy_kcal,81.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170419,energy_kj,339.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170419,fat_g,0.4,g,imported,7,,,
usda_fdc_sr_legacy,170419,fat_mono_g,0.035,g,imported,0,,,
usda_fdc_sr_legacy,170419,fat_poly_g,0.187,g,imported,0,,,
usda_fdc_sr_legacy,170419,fat_sat_g,0.071,g,imported,0,,,
usda_fdc_sr_legacy,170419,fiber_g,5.7,g,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170419,folate_ug,65.0,ug,imported,1,,,
usda_fdc_sr_legacy,170419,iron_mg,1.47,mg,imported,8,,,
usda_fdc_sr_legacy,170419,magnesium_mg,33.0,mg,imported,8,,,
usda_fdc_sr_legacy,170419,niacin_mg,2.09,mg,imported,7,,,
usda_fdc_sr_legacy,170419,phosphorus_mg,108.0,mg,imported,8,,,
usda_fdc_sr_legacy,170419,potassium_mg,244.0,mg,imported,10,,,
usda_fdc_sr_legacy,170419,protein_g,5.42,g,imported,7,,,
usda_fdc_sr_legacy,170419,riboflavin_mg,0.132,mg,imported,7,,,
usda_fdc_sr_legacy,170419,sodium_mg,5.0,mg,imported,7,,,
usda_fdc_sr_legacy,170419,sugars_g,5.67,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170419,thiamin_mg,0.266,mg,imported,7,,,
usda_fdc_sr_legacy,170419,vitamin_a_rae_ug,38.0,ug,imported,0,,,
usda_fdc_sr_legacy,170419,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170419,vitamin_b6_mg,0.169,mg,imported,7,,,
usda_fdc_sr_legacy,170419,vitamin_c_mg,40.0,mg,imported,1,,,
usda_fdc_sr_legacy,170419,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170419,vitamin_e_mg,0.13,mg,imported,1,,,
usda_fdc_sr_legacy,170419,vitamin_k_ug,24.8,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170419,water_g,78.86,g,imported,10,,,
usda_fdc_sr_legacy,170419,zinc_mg,1.24,mg,imported,7,,,
usda_fdc_sr_legacy,170420,ash_g,0.92,g,imported,14,,,
usda_fdc_sr_legacy,170420,calcium_mg,27.0,mg,imported,12,,,
usda_fdc_sr_legacy,170420,carbohydrate_g,15.63,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170420,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170420,energy_kcal,84.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170420,energy_kj,352.0,kJ,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170420,fat_g,0.22,g,imported,14,,,
usda_fdc_sr_legacy,170420,fat_mono_g,0.019,g,imported,0,,,
usda_fdc_sr_legacy,170420,fat_poly_g,0.102,g,imported,0,,,
usda_fdc_sr_legacy,170420,fat_sat_g,0.039,g,imported,0,,,
usda_fdc_sr_legacy,170420,fiber_g,5.5,g,imported,0,,,
usda_fdc_sr_legacy,170420,folate_ug,63.0,ug,imported,0,,,
usda_fdc_sr_legacy,170420,iron_mg,1.54,mg,imported,14,,,
usda_fdc_sr_legacy,170420,magnesium_mg,39.0,mg,imported,13,,,
usda_fdc_sr_legacy,170420,niacin_mg,2.021,mg,imported,12,,,
usda_fdc_sr_legacy,170420,phosphorus_mg,117.0,mg,imported,12,,,
usda_fdc_sr_legacy,170420,potassium_mg,271.0,mg,imported,12,,,
usda_fdc_sr_legacy,170420,protein_g,5.36,g,imported,14,,,
usda_fdc_sr_legacy,170420,riboflavin_mg,0.149,mg,imported,12,,,
usda_fdc_sr_legacy,170420,sodium_mg,3.0,mg,imported,8,,,
usda_fdc_sr_legacy,170420,sugars_g,5.93,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170420,thiamin_mg,0.259,mg,imported,12,,,
usda_fdc_sr_legacy,170420,vitamin_a_rae_ug,40.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170420,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170420,vitamin_b6_mg,0.216,mg,imported,12,,,
usda_fdc_sr_legacy,170420,vitamin_c_mg,14.2,mg,imported,12,,,
usda_fdc_sr_legacy,170420,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170420,vitamin_e_mg,0.14,mg,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170420,vitamin_k_ug,25.9,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170420,water_g,77.87,g,imported,14,,,
usda_fdc_sr_legacy,170420,zinc_mg,1.19,mg,imported,14,,,
usda_fdc_sr_legacy,170440,ash_g,0.72,g,imported,6,,,
usda_fdc_sr_legacy,170440,calcium_mg,8.0,mg,imported,6,,,
usda_fdc_sr_legacy,170440,carbohydrate_g,20.01,g,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170440,cholesterol_mg,0.0,mg,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170440,energy_kcal,86.0,kcal,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170440,energy_kj,360.0,kJ,imported,0,,,
usda_fdc_sr_legacy,170440,fat_g,0.1,g,imported,0,,,
usda_fdc_sr_legacy,170440,fat_mono_g,0.002,g,imported,0,,,
usda_fdc_sr_legacy,170440,fat_poly_g,0.043,g,imported,0,,,
usda_fdc_sr_legacy,170440,fat_sat_g,0.026,g,imported,0,,,
usda_fdc_sr_legacy,170440,fiber_g,1.8,g,imported,0,,,
usda_fdc_sr_legacy,170440,folate_ug,9.0,ug,imported,6,,,
usda_fdc_sr_legacy,170440,iron_mg,0.31,mg,imported,6,,,
usda_fdc_sr_legacy,170440,magnesium_mg,20.0,mg,imported,6,,,
usda_fdc_sr_legacy,170440,niacin_mg,1.312,mg,imported,6,,,
usda_fdc_sr_legacy,170440,phosphorus_mg,40.0,mg,imported,6,,,
usda_fdc_sr_legacy,170440,potassium_mg,328.0,mg,imported,0,,,
usda_fdc_sr_legacy,170440,protein_g,1.71,g,imported,6,,,
usda_fdc_sr_legacy,170440,riboflavin_mg,0.019,mg,imported,6,,,
usda_fdc_sr_legacy,170440,sodium_mg,5.0,mg,imported,6,,,
usda_fdc_sr_legacy,170440,sugars_g,0.89,g,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170440,thiamin_mg,0.098,mg,imported,6,,,
usda_fdc_sr_legacy,170440,vitamin_a_rae_ug,0.0,ug,imported,0,,,NC: Calculated
usda_fdc_sr_legacy,170440,vitamin_b12_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170440,vitamin_b6_mg,0.269,mg,imported,6,,,
usda_fdc_sr_legacy,170440,vitamin_c_mg,7.4,mg,imported,3,,,
usda_fdc_sr_legacy,170440,vitamin_d_ug,0.0,ug,imported,0,,,"Z: Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)"
usda_fdc_sr_legacy,170440,vitamin_e_mg,0.01,mg,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170440,vitamin_k_ug,2.2,ug,imported,0,,,BFSN: Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used
usda_fdc_sr_legacy,170440,water_g,77.46,g,imported,6,,,
usda_fdc_sr_legacy,170440,zinc_mg,0.27,mg,imported,6,,,
usda_fdc_sr_legacy,170457,ash_g,0.5,g,imported,19,0.37,0.6,JA: Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13
